run_id,problem_id,title_zh,contest,year,group,dataset_id,difficulty,difficulty_rank,difficulty_at_run,difficulty_source,difficulty_status,data_status,campaign_id,campaign_entry_status,database_status,stop_reason,created_at,updated_at,completed_at,attempt,compile_verdict,judge_verdict,passed_tests,total_tests,score,answer_correct,process_correct,strict_success,answer_only_ac,error_type,first_error_step_id,code_location,diagnosis_confidence,evidence_count,failure_pattern,initial_judge_verdict,initial_passed_tests,initial_total_tests,initial_score,initial_answer_correct,initial_process_correct,initial_error_type,initial_first_error_step_id,repair_round_count,repair_attempt_count,code_revision_count,proof_only_round_count,regression_count,repair_success,model_calls,successful_model_calls,failed_model_calls,model_duration_ms_sum,prompt_tokens_recorded,completion_tokens_recorded,reasoning_tokens_recorded,total_tokens_recorded,model_roles,best_revision_id,source_artifact_id,result_sha256,manifest_path,source_run_path
run_ffx8PecwizZ6jj,road,铺设道路,NOIP,2018,senior,noip2018,普及,3,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,COMPLETED,2026-08-30T08:59:48.438944+00:00,2026-08-30T09:01:42.573138+00:00,2026-08-30T09:01:42.552505+00:00,0,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,2,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,,,,0,False,4,4,0,130453,7232,16665,14657,23897,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_xjbG3nD7Gqgujl8,db99954a6e95d0d8ee52cf57b408ba4d9f435c6bdb94c94137518fa97eed4a40,data/manifests/noip2018/road.json,runs/run_ffx8PecwizZ6jj
run_7mzIXPTwnDCZFIun,game,填数游戏,NOIP,2018,senior,noip2018,NOI/NOI+/CTS,8,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,STALLED,2026-08-31T10:32:35.500656+00:00,2026-08-31T10:39:51.620447+00:00,2026-08-31T10:39:51.609326+00:00,0,OK,WA,0,20,0.0,False,True,False,False,IMPLEMENTATION_MISMATCH,,,1.0,3,WA:20,WA,0,20,0.0,False,True,IMPLEMENTATION_MISMATCH,,2,,,,0,False,11,10,1,447468,20231,39608,35810,59839,algorithm_critic:3;code_critic:3;code_repair_agent:3;problem_analyst:1;solver:1,r000,source_99ZYtntvNziR6Mm,73bfb31dc67ce42e4bff8b2aa8f465d22859b20a7c5bc8b829106a7cfd4d276c,data/manifests/noip2018/game.json,runs/run_7mzIXPTwnDCZFIun
run_GhNlla9EufyLoSiK,travel,旅行,NOIP,2018,senior,noip2018,提高,5,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,STALLED,2026-08-31T11:13:24.940935+00:00,2026-08-31T11:15:52.890229+00:00,2026-08-31T11:15:52.871837+00:00,0,OK,WA,0,25,0.0,False,True,False,False,IMPLEMENTATION_MISMATCH,,,1.0,3,WA:25,WA,0,25,0.0,False,True,IMPLEMENTATION_MISMATCH,,0,,,,0,False,5,5,0,134000,8894,13728,12400,22622,algorithm_critic:1;code_critic:1;code_repair_agent:1;problem_analyst:1;solver:1,r000,source_BJvh2vuafSWAwd19,71006a22ac201e8e5137fd4b6c5bc65ae13fa6afacf9cc0e414c960db97f248a,data/manifests/noip2018/travel.json,runs/run_GhNlla9EufyLoSiK
run_y5mJ6wy2DtSyNItl,road,铺设道路,NOIP,2018,senior,noip2018,普及,3,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,COMPLETED,2026-08-31T11:28:56.461266+00:00,2026-08-31T11:30:55.021107+00:00,2026-08-31T11:30:55.008783+00:00,0,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,2,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,,,,0,False,4,4,0,120111,6934,12355,10403,19289,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_WyHTkfAkvSsj0Q0v,8bfdbe97c444d217fb818965bb23cf468e309623fb85a881fc91c989457f963b,data/manifests/noip2018/road.json,runs/run_y5mJ6wy2DtSyNItl
run_vw5MWZ95syzaalPD,game,填数游戏,NOIP,2018,senior,noip2018,NOI/NOI+/CTS,8,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,STALLED,2026-08-31T11:45:10.617285+00:00,2026-08-31T11:57:27.176915+00:00,2026-08-31T11:57:27.166466+00:00,0,OK,WA,0,20,0.0,False,True,False,False,IMPLEMENTATION_MISMATCH,,,1.0,3,WA:20,WA,0,20,0.0,False,True,IMPLEMENTATION_MISMATCH,,2,,,,0,False,11,10,1,729109,18208,54618,52135,72826,algorithm_critic:3;code_critic:3;code_repair_agent:2;problem_analyst:2;solver:1,r000,source_QDK0jcvScL6JEAB,28483b193c6627f9997368cd593507fb7461a2b81ad8e77fa553bc745831e00d,data/manifests/noip2018/game.json,runs/run_vw5MWZ95syzaalPD
run_UwgnmhO47m53w6DY,travel,旅行,NOIP,2018,senior,noip2018,提高,5,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,COMPLETED,2026-08-31T12:03:27.370388+00:00,2026-08-31T12:17:16.857551+00:00,2026-08-31T12:17:16.842253+00:00,0,OK,AC,25,25,100.0,True,True,True,False,UNRESOLVED,,,0.9,2,AC:25,AC,25,25,100.0,True,True,UNRESOLVED,,0,,,,0,False,6,4,2,889859,13904,43136,40182,57040,algorithm_critic:3;code_critic:1;problem_analyst:1;solver:1,r000,source_52IcMEO7t6qDnmJa,c8c4f5d33a22caaa37c4ef8d90a87baad7ce73c480322e965263fffc73fe5d4a,data/manifests/noip2018/travel.json,runs/run_UwgnmhO47m53w6DY
run_nPPFL5vXxjog7GZ8,track,赛道修建,NOIP,2018,senior,noip2018,提高,5,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,COMPLETED,2026-08-31T12:12:07.929246+00:00,2026-09-01T13:26:56.279580+00:00,2026-09-01T13:26:56.247975+00:00,1,OK,AC,20,20,100.0,True,True,True,False,UNRESOLVED,,,0.9,2,AC:20,WA,12,20,60.0,False,True,IMPLEMENTATION_MISMATCH,,2,,,,0,True,20,13,7,3468904,65366,154719,143234,220085,algorithm_critic:6;code_critic:7;code_repair_agent:4;problem_analyst:1;solver:2,r003,source_npxTJbgKRljJJ81Y,60e54c6717b50a1acc032605b2ad51e71031518242d53ed69a4cb4523c7ce57e,data/manifests/noip2018/track.json,runs/run_nPPFL5vXxjog7GZ8
run_ndO7vwqrIJ3Ljjsi,defense,保卫王国,NOIP,2018,senior,noip2018,省选/NOI−,7,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,COMPLETED,2026-09-01T13:01:14.053564+00:00,2026-09-01T13:27:03.581204+00:00,2026-09-01T13:27:03.556219+00:00,1,OK,AC,25,25,100.0,True,True,True,False,UNRESOLVED,,,0.9,2,AC:25,AC,25,25,100.0,True,True,UNRESOLVED,,0,,,,0,False,7,4,3,2157516,17829,58472,52977,76301,algorithm_critic:2;code_critic:3;problem_analyst:1;solver:1,r000,source_LprOSivtVGpImOV,fdfbe2b181c00a2ae3542b08127fd1667ce118455cae44e4920807d9bbe5aa7d,data/manifests/noip2018/defense.json,runs/run_ndO7vwqrIJ3Ljjsi
run_HiIxKF4vvaiYEMsi,game,填数游戏,NOIP,2018,senior,noip2018,NOI/NOI+/CTS,8,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,STALLED,2026-09-02T02:24:23.648335+00:00,2026-09-02T03:17:54.540814+00:00,2026-09-02T03:17:54.489924+00:00,1,OK,WA,10,20,50.0,False,True,False,False,IMPLEMENTATION_MISMATCH,,,1.0,3,AC:10;WA:10,WA,10,20,50.0,False,True,IMPLEMENTATION_MISMATCH,,2,,,,0,False,13,10,3,3530751,48956,244913,235570,293869,algorithm_critic:3;code_critic:4;code_repair_agent:2;problem_analyst:2;solver:2,r000,source_WE2G10tYarJkoJMb,2a720f293d76fed1df4591f9af24535a4e76d825bea873822bfb6e080b057bb8,data/manifests/noip2018/game.json,runs/run_HiIxKF4vvaiYEMsi
run_2zlqYfQNpQr4tOSi,travel,旅行,NOIP,2018,senior,noip2018,提高,5,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,COMPLETED,2026-09-03T03:07:09.544714+00:00,2026-09-03T03:19:22.239751+00:00,2026-09-03T03:19:22.209882+00:00,1,OK,AC,25,25,100.0,True,True,True,False,UNRESOLVED,,,0.9,2,AC:25,AC,25,25,100.0,True,True,UNRESOLVED,,0,,,,0,False,4,4,0,458984,14423,38794,35500,53217,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_FAzALCm9sCzDSTL0,df22c498e549efc38067f0fbb58e5db0d7d248b5fb0a3d20e2ac3af413f1e8a0,data/manifests/noip2018/travel.json,runs/run_2zlqYfQNpQr4tOSi
run_R9reSD2WJqZJHWd9,track,赛道修建,NOIP,2018,senior,noip2018,提高,5,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,COMPLETED,2026-09-03T06:28:05.952556+00:00,2026-09-03T06:44:14.294537+00:00,2026-09-03T06:44:14.280495+00:00,1,OK,AC,20,20,100.0,True,True,True,False,UNRESOLVED,,,0.9,2,AC:20,WA,16,20,80.0,False,True,IMPLEMENTATION_MISMATCH,,1,,,,0,True,9,7,2,1081110,29611,89667,84836,119278,algorithm_critic:3;code_critic:3;code_repair_agent:1;problem_analyst:1;solver:1,r001,source_CjEc1CyzRT15LSwS,3dbaf34308d84878a29d36964585a67367be1c97f0a3a8dcd6d6214c5fa78cb3,data/manifests/noip2018/track.json,runs/run_R9reSD2WJqZJHWd9
run_Qz4NGzzFU9H4ai5V,game,填数游戏,NOIP,2018,senior,noip2018,NOI/NOI+/CTS,8,,current_manifest_backfill,PENDING_USER_LABEL,official,,,COMPLETED,STALLED,2026-09-04T04:03:16.554290+00:00,2026-09-04T04:41:51.669637+00:00,2026-09-04T04:41:51.636774+00:00,1,OK,TLE,1,20,5.0,False,True,False,False,COMPLEXITY_TLE,,,1.0,3,AC:1;TLE:19,TLE,1,20,5.0,False,True,COMPLEXITY_TLE,,2,,,,1,False,11,10,1,2310984,78334,207750,194455,286084,algorithm_critic:4;code_critic:3;code_repair_agent:2;problem_analyst:1;solver:1,r000,source_HHbn0wecxM5RKlg,2ced0b3471c726f1c48f4f245082a0e6e9129b6587fca8849260ddfb22870ab9,data/manifests/noip2018/game.json,runs/run_Qz4NGzzFU9H4ai5V
run_JaRCJGH9JcKuBQX,csps2019_senior_brackets,括号树,CSP-S,2019,senior,csps2019_senior,普及+/提高−,4,普及+/提高−,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-05T09:34:44.657141+00:00,2026-09-05T09:59:52.020816+00:00,2026-09-05T09:59:52.000091+00:00,2,OK,AC,20,20,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:20,AC,20,20,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,,0,,,,0,False,10,6,4,1065501,33855,61371,55886,95226,algorithm_critic:1;code_critic:3;code_critic_recheck:1;code_repair_agent:3;problem_analyst:1;solver:1,r000,source_1kUZZotxUEi1jueQ,c9b5d78718cb8128cf61e3750c3f98cca87b4bdb455b55a46beb0454e51df353,data/manifests/csps2019_senior/csps2019_senior_brackets.json,runs/run_JaRCJGH9JcKuBQX
run_gOowsDgYELSN39l,csps2019_senior_meal,Emiya 家今天的饭,CSP-S,2019,senior,csps2019_senior,提高+/省选−,6,提高+/省选−,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-05T09:35:50.451767+00:00,2026-09-05T10:11:02.083667+00:00,2026-09-05T10:11:02.059486+00:00,2,OK,AC,25,25,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:25,AC,25,25,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,,2,,,,0,False,18,13,5,1652250,90745,82837,73017,173582,algorithm_critic:6;code_critic:5;code_critic_recheck:3;code_repair_agent:2;problem_analyst:1;solver:1,r000,source_RLTJ5hbK392lss,204c931e4340674c97e1d1c1e0fc2d1c59d63bc6dcb6929531e1c9866982367c,data/manifests/csps2019_senior/csps2019_senior_meal.json,runs/run_gOowsDgYELSN39l
run_1m3mkQ91xTgx3KFV,csps2019_senior_brackets,括号树,CSP-S,2019,senior,csps2019_senior,普及+/提高−,4,普及+/提高−,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-06T03:02:03.283334+00:00,2026-09-06T03:12:15.358342+00:00,2026-09-06T03:12:15.332222+00:00,1,OK,AC,20,20,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:20,AC,20,20,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,,0,,,,0,False,6,6,0,664658,35262,76238,70083,111500,algorithm_critic:1;code_critic:1;code_critic_recheck:1;code_repair_agent:1;problem_analyst:1;solver:1,r000,source_cHJjZIhcHNsY4b4,69d9f06c7ab970d87619e2fa9e4f34b4fcd730701a99e9d47c0bf52dc4e4497c,data/manifests/csps2019_senior/csps2019_senior_brackets.json,runs/run_1m3mkQ91xTgx3KFV
run_krEiXGViNlhpYyxV,csps2019_senior_meal,Emiya 家今天的饭,CSP-S,2019,senior,csps2019_senior,提高+/省选−,6,提高+/省选−,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-06T03:02:12.955531+00:00,2026-09-06T03:21:37.665385+00:00,2026-09-06T03:21:37.652368+00:00,1,OK,AC,25,25,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:25,AC,25,25,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,,0,,,,0,False,7,6,1,1189718,42786,164560,43061,207346,algorithm_critic:1;code_critic:2;code_critic_recheck:1;code_repair_agent:1;problem_analyst:1;solver:1,r000,source_nYPxB3Ec2jHmZV,9eb12985fc70d7a6959592b4ab328b511ad87031c73a367b8983602fb15faddc,data/manifests/csps2019_senior/csps2019_senior_meal.json,runs/run_krEiXGViNlhpYyxV
run_4J2fCnZb2kPE91LY,csps2021_senior_palin,回文,CSP-S,2021,senior,csps2021_senior,普及+/提高−,4,普及+/提高−,run_result,LABELED,official,,,COMPLETED,MAX_ROUNDS,2026-09-06T03:03:14.957400+00:00,2026-09-06T04:01:01.139718+00:00,2026-09-06T04:01:01.072352+00:00,1,OK,WA,6,25,24.0,False,False,False,False,IMPLEMENTATION_MISMATCH,,,1.0,8,AC:6;WA:19,WA,4,25,16.0,False,False,IMPLEMENTATION_MISMATCH,,3,,,,1,False,17,17,0,3820668,118544,407891,394686,526435,algorithm_critic:4;code_critic:4;code_critic_recheck:4;code_repair_agent:3;problem_analyst:1;solver:1,r002,source_4k0Y4au9WXDJE4UR,0bd6dd6049a72654de7acb1d801e856b9ba05bd56ea0617d57028e59aa37e25b,data/manifests/csps2021_senior/csps2021_senior_palin.json,runs/run_4J2fCnZb2kPE91LY
run_x9TrdvwNh7zDpLd,noip2015_senior_landlords,斗地主,NOIP,2015,senior,noip2015_senior,提高,5,提高,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-06T03:32:18.347724+00:00,2026-09-06T05:16:46.333826+00:00,2026-09-06T05:16:46.283622+00:00,1,OK,AC,20,20,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:20,,,,,False,False,COMPILE_ERROR,,4,,,,2,False,27,21,6,6749892,172142,749547,378011,921689,algorithm_critic:6;code_critic:6;code_critic_recheck:9;code_repair_agent:4;problem_analyst:1;solver:1,r002,source_4Bp6fBTOmekh96GW,b2ad216105bc38568bfd2eb8cee8cb090433b2e3c91928c70c70d55a3bd8ef9e,data/manifests/noip2015_senior/noip2015_senior_landlords.json,runs/run_x9TrdvwNh7zDpLd
run_RZhgOq4sIca4uq9E,csps2021_senior_traffic,交通规划,CSP-S,2021,senior,csps2021_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-06T03:32:31.246184+00:00,2026-09-06T05:07:40.393032+00:00,2026-09-06T05:07:40.356957+00:00,1,OK,TLE,12,20,60.0,False,False,False,False,COMPLEXITY_TLE,,,1.0,9,AC:12;TLE:8,TLE,12,20,60.0,False,False,COMPLEXITY_TLE,,2,,,,2,False,18,13,5,6135017,118373,676047,349608,794420,algorithm_critic:3;code_critic:7;code_critic_recheck:3;code_repair_agent:3;problem_analyst:1;solver:1,r000,source_weDqdipB483QUkrx,9420e39c78a98e9c8cb3c5a36516d6ce603e124afaa635125d899d2fd8f2e3ad,data/manifests/csps2021_senior/csps2021_senior_traffic.json,runs/run_RZhgOq4sIca4uq9E
run_h8aOaqaYevsrDVh2,noip2016_senior_running,天天爱跑步,NOIP,2016,senior,noip2016_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-06T04:42:35.530371+00:00,2026-09-06T05:11:19.965551+00:00,2026-09-06T05:11:19.932134+00:00,1,OK,AC,20,20,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:20,AC,20,20,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,,0,,,,0,False,9,6,3,1848923,43274,69362,61801,112636,algorithm_critic:1;code_critic:3;code_critic_recheck:1;code_repair_agent:1;problem_analyst:1;solver:2,r000,source_tP60RaXrT4dkw1O,7121c4e294da27d45c776cceff7a8ad459a7d1d158f885172806bb143898883b,data/manifests/noip2016_senior/noip2016_senior_running.json,runs/run_h8aOaqaYevsrDVh2
run_AIB1sepiUBYipqs6,csps2024_senior_color,染色,CSP-S,2024,senior,csps2024_senior,提高,5,提高,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-06T05:54:22.108193+00:00,2026-09-06T06:04:42.120018+00:00,2026-09-06T06:04:42.092992+00:00,1,OK,AC,20,20,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:20,AC,20,20,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,,0,,,,0,False,6,6,0,669859,35720,84106,77500,119826,algorithm_critic:1;code_critic:1;code_critic_recheck:1;code_repair_agent:1;problem_analyst:1;solver:1,r000,source_cRK5HRH5oT0qI3yv,a9959e9f7ffe0f8b2bd7877fedfd86bf10e26bbbcfda67e02e235717e116ddf3,data/manifests/csps2024_senior/csps2024_senior_color.json,runs/run_AIB1sepiUBYipqs6
run_vMxdYTby7QvXz0y,road,铺设道路,NOIP,2018,senior,noip2018,普及,3,普及,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-08T06:51:44.167782+00:00,2026-09-08T06:56:24.383059+00:00,2026-09-08T06:56:24.355474+00:00,1,OK,AC,10,10,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:10,AC,10,10,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,,0,,,,0,False,6,6,0,297515,22752,26609,23008,49361,algorithm_critic:1;code_critic:1;code_critic_recheck:1;code_repair_agent:1;problem_analyst:1;solver:1,r000,source_xBx6ncYTiixMCdY9,64fc075c4d041ce5cb4ebf1bea53b3ca23006962851d5533871c364024b472e8,data/manifests/noip2018/road.json,runs/run_vMxdYTby7QvXz0y
